Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2,Nume 3,Hartă 3,Limbă 3
Hăuzești,hăuzești,3,45.7190490626248,22.1579989343076,Timis,Localitate,15578,Hăuzești,ANCPI,Limba română,Hauszest,Ungară 1869,Limba română,Hausest,Ungaria (1782–1785),Limba română
