Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,ID Părinte,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2
Remeți,remeți,3,47.0551445653591,23.4571156420272,Salaj,Altele,6925,,Remeți,Geomil 25000,Limba română
Valea Remeți,remeți,3,47.3800418511489,22.8439989243629,Salaj,Vale,2617,,Valea Remeți,Geomil 25000,Limba română
Valea Remeți,remeți,3,47.4048348124816,22.8282136182785,Salaj,Vale,5943,,Valea Remeți,Geomil 25000,Limba română
Remeteu,remete,3,47.7004892921107,23.306397393718,Satu Mare,Localitate,10317,,Remeteu,Ungară 1869,Limba română
Pădurea Remetea Oașului,remetea,2,47.8852588026328,23.2987011221038,Satu Mare,Pădure,5969,,Pădurea Remetea Oașului,Geomil 25000,Limba română
Remetea Oașului,remetea,2,47.8780561001396,23.3180767322895,Satu Mare,Localitate,5970,5969,Remetea Oașului,Geomil 25000,Limba română
Pe Remetea,remetea,2,45.7985296097564,24.2338611821877,Sibiu,Altele,7995,,Pe Remetea,PDT,Limba română
Rimetea,rimetea,3,45.8177017955082,23.861305221774,Sibiu,Altele,11838,,Rimetea,Imperiul Habsburgic (1887),Limba română,Remetea,Geomil 25000,Limba română
Remetea Mare,remetea,2,45.7816429587193,21.3765287166047,Timis,Localitate,7640,,Remetea Mare,Geomil 25000,Limba română
Remetea Mică,remetea,2,45.9654471753247,21.4778466858913,Timis,Localitate,10355,,Remetea Mică,Geomil 25000,Limba română
Remetea-Luncă,remetea,2,45.862685302949,22.0427554066664,Timis,Localitate,4297,4300,Remetea-Luncă,Geomil 25000,Limba română,Remetea Lungă,PDT,Limba română
