Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,ID Părinte,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2
Lunca Chiliei,chilii,2,45.9977545994995,23.6128156317312,Alba,Apă-deal-câmpie,1147,,Lunca Chiliei,Geomil 25000,Limba română
Killia,chilii,2,47.4927336513753,25.4253427859928,Suceava,Altele,13777,,Killia,Bucovina (1861-1864),Limba română
Pădurea Chiliei,chilii,2,47.7583406893902,26.2097278338916,Suceava,Pădure,2301,,Pădurea Chiliei,Geomil 25000,Limba română
Pădurea Chiliei,chilii,2,47.608461620674,25.8161875872196,Suceava,Pădure,6324,,Pădurea Chiliei,Geomil 25000,Limba română
Piciorul Chiliei,chilii,2,47.4743130694017,25.4773818191418,Suceava,Înălțime,1880,10715,Piciorul Chiliei,Geomil 25000,Limba română
Vârful Chiliilor,chilii,2,47.4612817310127,25.4630118689545,Suceava,Înălțime,10715,,Vârful Chiliilor,Geomil 25000,Limba română
Kilia,chilii,2,45.0850305963206,24.0074930461272,Valcea,Localitate,12591,,Kilia,Austriacă,Limba română
Valea Chiliile,chilii,2,44.7229746672455,24.0358720133994,Valcea,Vale,2949,,Valea Chiliile,Geomil 25000,Limba română
Chilia,chilii,2,46.6308974094207,27.4732282259678,Vaslui,Vale,4621,4620,Chilia,Geomil 25000,Limba română
Chilia,chilii,2,46.6376583443272,27.4770180626319,Vaslui,Localitate,4632,4620,Chilia,PDT,Limba română
Dealul Chiliei,chilii,2,46.6329082055773,27.4823549640847,Vaslui,Deal,4620,,Dealul Chiliei,Geomil 25000,Limba română
Dealul Chiliei,chilii,2,46.4109320749427,27.9005165244834,Vaslui,Deal,13945,,Dealul Chiliei,Moldova (1892-1898),Limba română
La Chiliuțe,chilii,2,46.526357067922,27.914785223955,Vaslui,Altele,1687,,La Chiliuțe,Geomil 25000,Limba română
Dealul Chiliilor,chilii,2,45.8763331527955,26.7708318660401,Vrancea,Deal,2134,,Dealul Chiliilor,Geomil 25000,Limba română,Dealul Chiliilor,PDT,Limba română
La Chilii,chilii,2,45.9325825082119,26.5339434745733,Vrancea,Altele,5265,,La Chilii,Geomil 25000,Limba română
La Chilii,chilii,2,45.8699166593599,26.76741288714,Vrancea,Altele,5356,2134,La Chilii,PDT,Limba română
Pârâul Chiliei,chilii,2,45.8399821022205,26.9344157335956,Vrancea,Vale,5359,,Pârâul Chiliei,PDT,Limba română
Pârâul Chiliilor,chilii,2,45.8743629302971,26.7780225029518,Vrancea,Vale,2135,2134,Pârâul Chiliilor,Geomil 25000,Limba română
Pârâul Chiliilor,chilii,2,45.937567355967,26.5297587621402,Vrancea,Vale,5266,5265,Pârâul Chiliilor,Geomil 25000,Limba română
Valea Chiliei,chilii,2,46.0084886951561,26.9788178757704,Vrancea,Vale,13332,,Valea Chiliei,Moldova (1892-1898),Limba română
Valea Chiliilor,chilii,2,45.7295686870885,26.9443265244627,Vrancea,Vale,9238,,Valea Chiliilor,PDT,Limba română
