Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1
Custura Pârșului,pârș,3,45.0653503651063,22.4927474516328,Caras Severin,Altele,6142,Custura Pârșului,Geomil 25000,Limba română
