Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2,Nume 3,Hartă 3,Limbă 3
Giroc,giroc,3,45.6980904744736,21.2352594407184,Timis,Localitate,15576,Giroc,PDT,Limba română,Gyirok,Transilvania (1869-1870),Limba română,Iurock,Transilvania (1769-1773),Limba română
