Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2,Nume 3,Hartă 3,Limbă 3
Jebel,jebel,2,45.5649367351568,21.2125401008554,Timis,Localitate,15577,Jebel,PDT,Limba română,Zsebely,Ungară 1869,Limba română,Schebel,Ungaria (1782–1785),Limba română
