Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1,Nume 2,Hartă 2,Limbă 2
La Turcoaia,turcoaia,3,46.496412340083,24.1544627709784,Mures,Altele,15561,La Turcoaia,ANCPI,Limba română
Turcoaia,turcoaia,3,47.6164384201225,23.0034610776804,Satu Mare,Altele,11848,Turcoaia,Geomil 25000,Limba română
Turcoaia,turcoaia,3,45.1137494368135,28.1903773516886,Tulcea,Localitate,7687,Turcoaia,Geomil 25000,Limba română,Turkoaia,PDT,Limba română
