Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,ID Părinte,Nume 1,Hartă 1,Limbă 1
Valea Caracal,caracal,2,45.0095344154977,24.8747215175613,Arges,Vale,6885,,Valea Caracal,Geomil 25000,Limba română
Caracal,caracal,2,44.1122716671683,24.3495401476555,Olt,Localitate,9483,,Caracal,Geomil 25000,Limba română
Pârâu Caracal,caracal,2,44.1065109086544,24.4188484622256,Olt,Vale,9484,9483,Pârâu Caracal,Geomil 25000,Limba română
