Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,ID Părinte,Nume 1,Hartă 1,Limbă 1
Ogașul Ciolaci,ciolaci,3,44.6377951182537,23.2529781096997,Mehedinti,Vale,15660,,Ogașul Ciolaci,ANCPI,Limba română
Pădurea Ciolaci,ciolaci,3,44.635910481501,23.2622797731735,Mehedinti,Pădure,15661,15660,Pădurea Ciolaci,ANCPI,Limba română
