Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,Nume 1,Hartă 1,Limbă 1
Pârâul Jderului,jder,3,47.8068302947342,24.6221090214942,Maramures,Vale,15142,Pârâul Jderului,Munții noștri,Limba română
Jderul,jder,3,45.6887617782899,26.3924598159574,Vrancea,Vale,15203,Jderul,Munții noștri,Limba română
