Nume,Tip,Nivel,Latitudine,Longitudine,Județ,Formă,ID,ID Părinte,Nume 1,Hartă 1,Limbă 1
Ungurei,ungurei,3,46.0154227531488,23.8261023647665,Alba,Localitate,10576,2549,Ungurei,Imperiul Habsburgic (1887),Limba română
Dealul Ungureilor,ungurei,3,44.2847443262087,24.7450549526607,Olt,Deal,10990,5795,Dealul Ungureilor,PDT,Limba română
